date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-12;Bordeaux;app;8;8;27;371.2;-40.33;330.87
2025-03-12;Bordeaux;web;3;3;10;114.5;0.0;114.5
2025-03-12;Lille;app;2;2;8;136.5;-8.23;128.27
2025-03-12;Lille;web;4;4;10;63.0;-10.02;52.980000000000004
2025-03-12;Lyon;app;8;7;20;314.2;-20.97;293.23
2025-03-12;Lyon;web;6;6;19;112.8;-13.85;98.95
2025-03-12;Marseille;app;2;2;6;44.6;-25.4;19.200000000000003
2025-03-12;Marseille;web;4;4;15;254.1;-19.58;234.51999999999998
2025-03-12;Nantes;app;4;4;9;75.30000000000001;-28.33;46.97000000000001
2025-03-12;Nantes;web;7;7;19;108.3;-38.79;69.50999999999999
2025-03-12;Nice;app;3;3;7;44.7;-37.24;7.460000000000001
2025-03-12;Nice;web;5;5;13;128.8;-45.37;83.43
2025-03-12;Paris;app;6;6;16;247.1;-23.14;223.95999999999998
2025-03-12;Paris;web;5;5;16;197.2;-12.92;184.28
2025-03-12;Toulouse;app;9;9;28;234.5;-46.050000000000004;188.45
2025-03-12;Toulouse;web;10;10;25;322.5;-48.879999999999995;273.62
