date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-22;Bordeaux;app;8;8;22;265.20000000000005;0.0;265.20000000000005
2025-03-22;Bordeaux;web;3;3;5;49.7;-5.15;44.550000000000004
2025-03-22;Lille;app;3;3;7;63.6;-19.3;44.3
2025-03-22;Lille;web;3;3;5;89.69999999999999;0.0;89.69999999999999
2025-03-22;Lyon;app;9;9;24;237.0;-14.65;222.35
2025-03-22;Lyon;web;6;6;19;275.1;0.0;275.1
2025-03-22;Marseille;app;4;4;10;152.1;-48.14;103.96
2025-03-22;Marseille;web;7;6;20;207.0;-16.36;190.64
2025-03-22;Nantes;app;3;3;14;92.5;-37.07;55.43
2025-03-22;Nantes;web;6;5;24;221.6;0.0;221.6
2025-03-22;Nice;app;3;3;12;56.5;-41.82;14.68
2025-03-22;Nice;web;2;2;5;94.49999999999999;-12.48;82.01999999999998
2025-03-22;Paris;app;3;3;6;42.0;0.0;42.0
2025-03-22;Paris;web;6;6;18;179.5;0.0;179.5
2025-03-22;Toulouse;app;7;7;17;190.1;-38.160000000000004;151.94
2025-03-22;Toulouse;web;3;3;5;57.3;-13.18;44.12
