date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-17;Bordeaux;app;5;4;14;166.1;-13.99;152.10999999999999
2025-03-17;Bordeaux;web;3;3;8;103.69999999999999;-12.11;91.58999999999999
2025-03-17;Lille;app;7;7;20;298.7;-64.51;234.19
2025-03-17;Lille;web;5;5;10;54.5;-10.739999999999998;43.760000000000005
2025-03-17;Lyon;app;5;5;20;132.2;-61.0;71.19999999999999
2025-03-17;Lyon;web;3;3;5;114.49999999999999;-12.66;101.83999999999999
2025-03-17;Marseille;app;6;5;19;278.9;-39.330000000000005;239.56999999999996
2025-03-17;Marseille;web;8;7;20;135.2;-25.03;110.16999999999999
2025-03-17;Nantes;app;5;5;18;213.7;0.0;213.7
2025-03-17;Nantes;web;4;4;11;72.6;-38.089999999999996;34.51
2025-03-17;Nice;app;8;8;18;184.1;-12.629999999999999;171.47
2025-03-17;Nice;web;3;3;8;96.3;-18.35;77.94999999999999
2025-03-17;Paris;app;5;5;16;92.0;-37.51;54.49
2025-03-17;Paris;web;6;5;14;118.0;-14.41;103.59
2025-03-17;Toulouse;app;8;7;29;348.2;-30.82;317.38
2025-03-17;Toulouse;web;3;3;13;204.2;-17.48;186.72
