date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-11;Bordeaux;app;4;4;14;150.0;-18.68;131.32
2025-03-11;Bordeaux;web;6;6;21;221.7;-18.5;203.2
2025-03-11;Lille;app;4;4;15;187.2;-27.369999999999997;159.82999999999998
2025-03-11;Lille;web;2;2;6;128.5;0.0;128.5
2025-03-11;Lyon;app;8;8;17;252.10000000000002;-50.89;201.21000000000004
2025-03-11;Lyon;web;5;5;10;89.3;-2.27;87.03
2025-03-11;Marseille;app;11;10;37;453.9;-67.18;386.71999999999997
2025-03-11;Marseille;web;5;5;17;123.6;-39.550000000000004;84.04999999999998
2025-03-11;Nantes;app;3;3;12;52.5;0.0;52.5
2025-03-11;Nantes;web;4;4;14;224.5;0.0;224.5
2025-03-11;Nice;app;5;4;9;57.0;0.0;57.0
2025-03-11;Nice;web;5;5;16;247.3;-51.080000000000005;196.22
2025-03-11;Paris;app;5;5;6;81.3;0.0;81.3
2025-03-11;Paris;web;2;1;7;37.5;0.0;37.5
2025-03-11;Toulouse;app;5;4;8;45.0;-9.57;35.43
2025-03-11;Toulouse;web;3;3;6;29.0;-9.44;19.560000000000002
