date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-31;Bordeaux;app;4;4;15;119.7;-13.64;106.06
2025-03-31;Bordeaux;web;8;8;22;266.9;-14.55;252.34999999999997
2025-03-31;Lille;app;2;2;6;47.6;-16.69;30.91
2025-03-31;Lille;web;4;4;10;52.0;-8.2;43.8
2025-03-31;Lyon;app;1;1;5;20.0;0.0;20.0
2025-03-31;Lyon;web;6;6;12;183.3;-8.43;174.87
2025-03-31;Marseille;app;6;6;16;246.39999999999998;-30.22;216.17999999999998
2025-03-31;Marseille;web;3;3;8;87.0;0.0;87.0
2025-03-31;Nantes;app;3;3;11;154.5;-15.07;139.43
2025-03-31;Nantes;web;9;9;27;281.8;-31.080000000000002;250.72
2025-03-31;Nice;app;2;2;7;27.5;-6.72;20.78
2025-03-31;Nice;web;3;3;8;37.5;0.0;37.5
2025-03-31;Paris;app;4;4;8;92.49999999999999;0.0;92.49999999999999
2025-03-31;Paris;web;7;6;26;324.0;-14.77;309.23
2025-03-31;Toulouse;app;5;5;14;224.1;-5.02;219.07999999999998
2025-03-31;Toulouse;web;7;7;18;176.8;-14.12;162.68
