date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-23;Bordeaux;app;6;6;25;282.2;-17.82;264.38
2025-03-23;Bordeaux;web;3;3;3;36.4;0.0;36.4
2025-03-23;Lille;app;6;6;15;137.4;-22.740000000000002;114.66
2025-03-23;Lille;web;1;1;5;62.5;0.0;62.5
2025-03-23;Lyon;app;6;6;18;205.2;-17.52;187.67999999999998
2025-03-23;Lyon;web;5;5;13;170.8;-52.77;118.03
2025-03-23;Marseille;app;4;4;10;137.1;-71.89;65.21
2025-03-23;Marseille;web;7;7;24;350.0;-12.84;337.16
2025-03-23;Nantes;app;3;3;12;104.7;-15.18;89.52000000000001
2025-03-23;Nantes;web;7;7;19;187.39999999999998;-66.52000000000001;120.87999999999997
2025-03-23;Nice;app;4;4;15;154.6;-45.27000000000001;109.32999999999998
2025-03-23;Nice;web;8;8;22;285.7;-72.93;212.76999999999998
2025-03-23;Paris;app;4;4;12;63.0;-9.33;53.67
2025-03-23;Paris;web;5;5;17;148.5;-12.32;136.18
2025-03-23;Toulouse;app;3;3;5;27.9;-9.9;18.0
2025-03-23;Toulouse;web;3;3;9;114.19999999999999;-22.02;92.17999999999999
