date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-26;Bordeaux;app;2;2;4;44.7;0.0;44.7
2025-03-26;Bordeaux;web;9;8;33;391.0;-28.16;362.84
2025-03-26;Lille;app;7;7;25;246.4;-60.71999999999999;185.68
2025-03-26;Lille;web;4;4;14;129.5;-7.12;122.38
2025-03-26;Lyon;app;2;1;4;29.8;0.0;29.8
2025-03-26;Lyon;web;2;2;3;35.0;-29.089999999999996;5.910000000000004
2025-03-26;Marseille;app;8;8;21;270.7;-29.38;241.32
2025-03-26;Marseille;web;6;5;22;240.0;-10.26;229.74
2025-03-26;Nantes;app;6;5;25;303.3;-5.46;297.84000000000003
2025-03-26;Nantes;web;10;10;28;372.5;-52.91;319.59000000000003
2025-03-26;Nice;app;5;4;15;286.8;0.0;286.8
2025-03-26;Nice;web;5;5;14;219.0;-23.119999999999997;195.88
2025-03-26;Paris;app;3;3;8;129.7;-7.57;122.13
2025-03-26;Paris;web;2;1;8;100.0;0.0;100.0
2025-03-26;Toulouse;app;2;2;6;89.69999999999999;0.0;89.69999999999999
2025-03-26;Toulouse;web;2;2;5;56.9;0.0;56.9
