date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-13;Bordeaux;app;9;8;29;354.7;-5.86;348.84
2025-03-13;Bordeaux;web;1;1;1;4.0;0.0;4.0
2025-03-13;Lille;app;6;6;13;250.1;-18.49;231.60999999999999
2025-03-13;Lille;web;4;4;8;103.69999999999999;-7.790000000000001;95.90999999999998
2025-03-13;Lyon;app;6;6;18;109.8;-4.31;105.49
2025-03-13;Lyon;web;6;6;24;181.8;-18.910000000000004;162.89000000000001
2025-03-13;Marseille;app;5;4;18;200.5;0.0;200.5
2025-03-13;Marseille;web;6;5;19;189.3;-63.580000000000005;125.72
2025-03-13;Nantes;app;5;5;17;144.8;0.0;144.8
2025-03-13;Nantes;web;6;6;20;254.5;-34.69;219.81
2025-03-13;Nice;app;4;4;11;179.5;-12.59;166.91
2025-03-13;Nice;web;6;6;20;188.6;-15.42;173.18
2025-03-13;Paris;app;8;8;24;319.2;-9.57;309.63
2025-03-13;Paris;web;4;4;13;187.5;0.0;187.5
2025-03-13;Toulouse;app;4;4;17;202.1;0.0;202.1
2025-03-13;Toulouse;web;5;5;17;174.1;-35.53;138.57
