date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-07;Bordeaux;app;4;4;13;146.0;0.0;146.0
2025-03-07;Bordeaux;web;4;4;7;115.6;-9.45;106.14999999999999
2025-03-07;Lille;app;5;5;16;184.6;0.0;184.6
2025-03-07;Lille;web;9;9;32;336.9;-54.989999999999995;281.90999999999997
2025-03-07;Lyon;app;9;9;27;223.7;0.0;223.7
2025-03-07;Lyon;web;5;5;16;197.2;-14.93;182.26999999999998
2025-03-07;Marseille;app;4;4;11;64.5;-18.11;46.39
2025-03-07;Marseille;web;7;7;20;144.7;-5.82;138.88
2025-03-07;Nantes;app;4;3;14;147.1;0.0;147.1
2025-03-07;Nantes;web;3;3;5;61.0;0.0;61.0
2025-03-07;Nice;web;3;3;11;92.5;-14.54;77.96000000000001
2025-03-07;Paris;app;8;8;19;162.3;-45.160000000000004;117.14000000000001
2025-03-07;Paris;web;5;5;12;174.39999999999998;-7.98;166.42
2025-03-07;Toulouse;app;6;5;13;147.4;-6.48;140.92000000000002
2025-03-07;Toulouse;web;5;5;17;166.89999999999998;-20.6;146.29999999999998
