date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-04;Bordeaux;app;6;6;21;248.7;-47.55;201.14999999999998
2025-03-04;Bordeaux;web;8;8;19;162.0;-41.79;120.21000000000001
2025-03-04;Lille;web;2;2;6;27.5;0.0;27.5
2025-03-04;Lyon;app;3;3;7;132.6;-5.61;126.99
2025-03-04;Lyon;web;4;3;13;223.79999999999998;-25.089999999999996;198.70999999999998
2025-03-04;Marseille;app;8;8;28;316.1;-50.099999999999994;266.0
2025-03-04;Marseille;web;4;4;9;87.6;-3.84;83.75999999999999
2025-03-04;Nantes;app;4;4;13;63.5;0.0;63.5
2025-03-04;Nantes;web;7;7;21;292.0;-5.42;286.58
2025-03-04;Nice;app;5;5;22;336.29999999999995;0.0;336.29999999999995
2025-03-04;Nice;web;6;6;13;101.30000000000001;-39.73;61.570000000000014
2025-03-04;Paris;app;5;5;19;183.5;-9.86;173.64
2025-03-04;Paris;web;4;4;17;127.5;-8.18;119.32
2025-03-04;Toulouse;app;6;6;19;124.4;0.0;124.4
2025-03-04;Toulouse;web;7;7;15;124.6;-14.52;110.08
