date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-15;Bordeaux;app;8;8;22;276.5;-39.05;237.45
2025-03-15;Bordeaux;web;6;6;18;217.2;-45.620000000000005;171.57999999999998
2025-03-15;Lille;app;9;9;34;336.0;-53.739999999999995;282.26
2025-03-15;Lille;web;6;6;18;258.1;-7.47;250.63000000000002
2025-03-15;Lyon;app;8;8;31;413.4;-27.979999999999997;385.41999999999996
2025-03-15;Lyon;web;4;4;12;110.3;-26.91;83.39
2025-03-15;Marseille;app;7;7;20;132.2;-46.57000000000001;85.62999999999998
2025-03-15;Marseille;web;6;6;15;229.5;-29.72;199.78
2025-03-15;Nantes;app;3;3;12;106.0;-15.149999999999999;90.85
2025-03-15;Nantes;web;5;5;20;138.5;-45.08;93.42
2025-03-15;Nice;app;4;4;11;77.5;0.0;77.5
2025-03-15;Nice;web;2;2;6;115.6;0.0;115.6
2025-03-15;Paris;app;3;3;7;20.5;-9.040000000000001;11.459999999999999
2025-03-15;Paris;web;3;3;6;20.0;-6.68;13.32
2025-03-15;Toulouse;app;7;6;29;294.5;-43.05;251.45
2025-03-15;Toulouse;web;4;3;9;88.9;-26.49;62.41000000000001
