date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-29;Bordeaux;app;4;4;15;105.8;-4.71;101.09
2025-03-29;Bordeaux;web;3;3;11;99.0;-35.459999999999994;63.540000000000006
2025-03-29;Lille;app;3;3;9;98.0;-9.16;88.84
2025-03-29;Lille;web;7;7;23;290.0;-22.32;267.68
2025-03-29;Lyon;app;7;7;21;192.29999999999998;-18.02;174.27999999999997
2025-03-29;Lyon;web;5;5;16;168.4;-34.23;134.17000000000002
2025-03-29;Marseille;app;6;4;19;149.7;-53.39;96.30999999999999
2025-03-29;Marseille;web;5;5;16;131.2;-30.15;101.04999999999998
2025-03-29;Nantes;app;5;5;18;217.0;-1.79;215.21
2025-03-29;Nantes;web;5;5;13;120.8;-32.57;88.22999999999999
2025-03-29;Nice;app;4;4;13;137.6;-3.76;133.84
2025-03-29;Nice;web;7;7;24;240.60000000000002;-25.78;214.82000000000002
2025-03-29;Paris;app;3;3;11;184.6;-15.51;169.09
2025-03-29;Paris;web;3;3;6;53.0;-11.35;41.65
2025-03-29;Toulouse;app;4;4;12;127.5;-18.04;109.46000000000001
2025-03-29;Toulouse;web;7;7;21;233.6;-10.72;222.88
