date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-10;Bordeaux;app;6;6;16;200.6;-28.340000000000003;172.26
2025-03-10;Bordeaux;web;9;8;36;469.7;-8.34;461.36
2025-03-10;Lille;app;4;4;16;125.3;-7.48;117.82
2025-03-10;Lille;web;6;6;21;222.0;-20.24;201.76
2025-03-10;Lyon;app;6;6;19;153.0;-13.93;139.07
2025-03-10;Lyon;web;4;4;11;122.5;-32.14;90.36
2025-03-10;Marseille;app;3;3;10;162.0;0.0;162.0
2025-03-10;Marseille;web;4;4;10;90.5;-16.91;73.59
2025-03-10;Nantes;app;6;5;17;111.4;-50.800000000000004;60.6
2025-03-10;Nantes;web;5;5;14;149.5;-7.78;141.72
2025-03-10;Nice;app;3;3;8;72.5;-6.25;66.25
2025-03-10;Nice;web;2;1;6;52.5;0.0;52.5
2025-03-10;Paris;app;4;4;11;77.7;-26.549999999999997;51.150000000000006
2025-03-10;Paris;web;9;8;32;286.2;-21.98;264.21999999999997
2025-03-10;Toulouse;app;6;6;17;182.5;0.0;182.5
2025-03-10;Toulouse;web;5;5;20;183.0;-28.57;154.43
