date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-14;Bordeaux;app;1;1;2;30.0;0.0;30.0
2025-03-14;Bordeaux;web;10;10;33;242.4;-61.11;181.29000000000002
2025-03-14;Lille;app;2;2;3;13.0;-12.37;0.6300000000000008
2025-03-14;Lille;web;8;8;29;378.4;-65.30000000000001;313.09999999999997
2025-03-14;Lyon;app;6;6;19;206.3;-16.42;189.88
2025-03-14;Lyon;web;8;8;22;307.0;-62.08;244.92000000000002
2025-03-14;Marseille;app;6;6;14;155.5;0.0;155.5
2025-03-14;Marseille;web;5;5;11;72.8;-56.31;16.489999999999995
2025-03-14;Nantes;app;3;3;7;52.4;0.0;52.4
2025-03-14;Nantes;web;5;5;20;440.79999999999995;-22.900000000000002;417.9
2025-03-14;Nice;app;4;4;15;174.0;-18.490000000000002;155.51
2025-03-14;Nice;web;6;6;17;147.0;0.0;147.0
2025-03-14;Paris;app;2;2;6;54.6;-27.31;27.290000000000003
2025-03-14;Paris;web;8;8;20;179.8;-50.120000000000005;129.68
2025-03-14;Toulouse;app;3;3;10;91.0;0.0;91.0
