date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-30;Bordeaux;app;4;4;14;70.5;-9.08;61.42
2025-03-30;Bordeaux;web;4;4;12;202.0;-23.46;178.54
2025-03-30;Lille;app;6;6;16;224.39999999999998;-34.72;189.67999999999998
2025-03-30;Lille;web;3;3;10;109.69999999999999;-17.72;91.97999999999999
2025-03-30;Lyon;app;7;7;21;224.6;0.0;224.6
2025-03-30;Lyon;web;2;2;7;174.3;-11.5;162.8
2025-03-30;Marseille;app;11;10;32;442.79999999999995;-59.81999999999999;382.97999999999996
2025-03-30;Marseille;web;8;8;19;199.89999999999998;-27.37;172.52999999999997
2025-03-30;Nantes;app;7;7;25;340.3;-24.950000000000003;315.35
2025-03-30;Nantes;web;4;4;15;149.6;-25.17;124.42999999999999
2025-03-30;Nice;app;4;4;7;90.9;-22.23;68.67
2025-03-30;Nice;web;5;5;14;191.1;-22.57;168.53
2025-03-30;Paris;app;3;3;9;127.19999999999999;-24.57;102.63
2025-03-30;Paris;web;6;5;13;149.10000000000002;-13.52;135.58
2025-03-30;Toulouse;app;6;6;24;184.5;-13.73;170.77
2025-03-30;Toulouse;web;1;1;2;25.0;-22.27;2.7300000000000004
