date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-28;Bordeaux;app;4;4;16;274.2;-6.35;267.84999999999997
2025-03-28;Bordeaux;web;3;3;10;140.0;-1.73;138.27
2025-03-28;Lille;app;3;3;10;102.0;-5.85;96.15
2025-03-28;Lyon;app;5;4;16;225.7;-8.27;217.42999999999998
2025-03-28;Lyon;web;9;8;26;267.0;-31.889999999999997;235.11
2025-03-28;Marseille;app;4;4;13;163.5;-19.36;144.14
2025-03-28;Marseille;web;8;8;28;409.4;-21.729999999999997;387.66999999999996
2025-03-28;Nantes;app;7;7;21;256.79999999999995;-48.279999999999994;208.51999999999995
2025-03-28;Nantes;web;2;2;3;31.0;0.0;31.0
2025-03-28;Nice;app;6;5;19;196.1;-34.3;161.8
2025-03-28;Nice;web;1;1;5;20.0;-2.97;17.03
2025-03-28;Paris;app;4;3;10;102.3;-45.96;56.339999999999996
2025-03-28;Paris;web;7;5;16;173.0;0.0;173.0
2025-03-28;Toulouse;app;2;2;3;34.9;0.0;34.9
2025-03-28;Toulouse;web;12;11;33;274.5;-32.910000000000004;241.59
