date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-01;Bordeaux;app;4;4;8;136.79999999999998;-25.549999999999997;111.24999999999999
2025-03-01;Bordeaux;web;6;6;13;195.20000000000002;-39.730000000000004;155.47000000000003
2025-03-01;Lille;app;4;4;13;224.2;-24.47;199.73
2025-03-01;Lille;web;3;3;12;117.5;-14.23;103.27
2025-03-01;Lyon;app;7;7;16;159.5;-10.86;148.64
2025-03-01;Lyon;web;3;3;10;72.6;-2.81;69.78999999999999
2025-03-01;Marseille;app;9;9;25;277.9;-47.22;230.67999999999998
2025-03-01;Marseille;web;8;7;34;349.0;-6.05;342.95
2025-03-01;Nantes;app;3;3;7;49.9;-13.85;36.05
2025-03-01;Nantes;web;1;1;1;9.9;0.0;9.9
2025-03-01;Nice;app;6;6;18;251.9;-24.700000000000003;227.2
2025-03-01;Nice;web;3;3;10;65.0;-23.619999999999997;41.38
2025-03-01;Paris;app;3;3;7;164.3;-21.799999999999997;142.5
2025-03-01;Paris;web;7;7;23;319.09999999999997;-6.76;312.34
2025-03-01;Toulouse;app;4;4;13;120.69999999999999;-6.53;114.16999999999999
2025-03-01;Toulouse;web;6;6;14;87.5;-38.550000000000004;48.949999999999996
