date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-27;Bordeaux;app;6;6;14;141.2;-1.46;139.73999999999998
2025-03-27;Bordeaux;web;2;2;7;137.1;-17.86;119.24
2025-03-27;Lille;app;8;8;16;248.60000000000002;-22.32;226.28000000000003
2025-03-27;Lille;web;4;4;9;90.69999999999999;-24.59;66.10999999999999
2025-03-27;Lyon;app;3;3;9;73.9;-21.15;52.75000000000001
2025-03-27;Lyon;web;5;5;16;59.5;-15.17;44.33
2025-03-27;Marseille;app;6;6;20;283.7;-78.76;204.94
2025-03-27;Marseille;web;9;8;28;341.0;-47.45;293.55
2025-03-27;Nantes;app;9;8;36;251.3;-31.840000000000003;219.46
2025-03-27;Nantes;web;7;7;22;149.5;-33.98;115.52000000000001
2025-03-27;Nice;app;3;3;9;97.1;-11.25;85.85
2025-03-27;Nice;web;4;4;13;149.3;-7.78;141.52
2025-03-27;Paris;app;5;5;12;85.5;-14.14;71.36
2025-03-27;Paris;web;4;4;13;136.5;-31.21;105.28999999999999
2025-03-27;Toulouse;app;7;7;21;186.9;-34.22;152.68
