date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-03;Bordeaux;app;2;2;6;52.5;-2.1;50.4
2025-03-03;Bordeaux;web;4;3;15;167.2;-28.78;138.42
2025-03-03;Lille;app;4;4;15;254.1;-14.42;239.68
2025-03-03;Lille;web;6;6;18;132.1;0.0;132.1
2025-03-03;Lyon;app;6;5;17;246.4;-18.61;227.79000000000002
2025-03-03;Lyon;web;5;5;16;131.5;-18.1;113.4
2025-03-03;Marseille;app;4;3;9;109.69999999999999;-11.52;98.17999999999999
2025-03-03;Marseille;web;4;4;15;137.2;-34.06;103.13999999999999
2025-03-03;Nantes;app;2;2;5;77.3;-12.08;65.22
2025-03-03;Nantes;web;5;5;17;189.20000000000002;0.0;189.20000000000002
2025-03-03;Nice;app;7;7;18;329.09999999999997;-15.89;313.21
2025-03-03;Nice;web;8;7;22;166.1;-32.4;133.7
2025-03-03;Paris;app;4;4;11;65.9;-22.39;43.510000000000005
2025-03-03;Paris;web;6;6;18;215.1;-12.47;202.63
2025-03-03;Toulouse;app;2;2;4;37.5;-5.49;32.01
2025-03-03;Toulouse;web;6;6;23;219.2;-15.35;203.85
