date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-09;Bordeaux;app;2;2;9;135.0;-4.24;130.76
2025-03-09;Bordeaux;web;4;3;8;104.7;-11.66;93.04
2025-03-09;Lille;app;6;6;20;239.3;-33.69;205.61
2025-03-09;Lille;web;8;8;32;293.9;-26.770000000000003;267.13
2025-03-09;Lyon;app;4;4;16;89.0;-12.45;76.55
2025-03-09;Lyon;web;3;3;8;45.0;-5.19;39.81
2025-03-09;Marseille;app;7;7;22;227.6;0.0;227.6
2025-03-09;Marseille;web;4;4;9;87.3;-24.830000000000002;62.47
2025-03-09;Nantes;app;9;8;29;213.4;-7.93;205.47
2025-03-09;Nantes;web;2;2;5;32.5;-7.91;24.59
2025-03-09;Nice;app;6;5;16;222.39999999999998;-13.58;208.81999999999996
2025-03-09;Nice;web;5;5;14;158.8;-43.23;115.57000000000002
2025-03-09;Paris;app;11;9;32;248.1;-4.87;243.23
2025-03-09;Paris;web;3;3;4;28.0;-18.69;9.309999999999999
2025-03-09;Toulouse;app;2;2;4;44.7;-13.17;31.53
2025-03-09;Toulouse;web;6;6;18;205.0;0.0;205.0
