date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-21;Bordeaux;app;4;4;9;119.5;0.0;119.5
2025-03-21;Bordeaux;web;9;9;24;283.70000000000005;-2.65;281.05000000000007
2025-03-21;Lille;app;4;4;15;266.5;-12.68;253.82
2025-03-21;Lille;web;15;14;48;434.40000000000003;-12.73;421.67
2025-03-21;Lyon;app;2;2;4;24.5;0.0;24.5
2025-03-21;Lyon;web;2;2;9;72.0;-11.09;60.91
2025-03-21;Marseille;app;9;9;31;362.0;-58.61;303.39
2025-03-21;Marseille;web;7;7;29;328.6;-39.09;289.51
2025-03-21;Nantes;app;4;4;15;198.0;0.0;198.0
2025-03-21;Nantes;web;6;6;16;119.5;-34.61;84.89
2025-03-21;Nice;app;4;4;8;109.6;0.0;109.6
2025-03-21;Nice;web;1;1;2;10.0;-13.76;-3.76
2025-03-21;Paris;app;4;4;13;286.79999999999995;-19.36;267.43999999999994
2025-03-21;Paris;web;5;5;12;110.4;0.0;110.4
2025-03-21;Toulouse;app;2;2;8;92.0;0.0;92.0
2025-03-21;Toulouse;web;5;5;16;195.0;-12.57;182.43
