date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-05;Bordeaux;app;8;8;22;216.2;0.0;216.2
2025-03-05;Bordeaux;web;4;4;10;132.6;0.0;132.6
2025-03-05;Lille;app;5;4;13;209.6;-38.81;170.79
2025-03-05;Lille;web;3;3;9;124.69999999999999;-20.490000000000002;104.20999999999998
2025-03-05;Lyon;app;4;4;12;89.0;-27.24;61.760000000000005
2025-03-05;Lyon;web;6;6;14;92.7;-26.41;66.29
2025-03-05;Marseille;app;7;6;28;264.5;-21.61;242.89
2025-03-05;Marseille;web;3;3;10;57.7;-43.510000000000005;14.189999999999998
2025-03-05;Nantes;app;3;3;14;144.5;-21.689999999999998;122.81
2025-03-05;Nantes;web;7;6;20;158.3;-15.43;142.87
2025-03-05;Nice;app;5;5;17;189.2;0.0;189.2
2025-03-05;Nice;web;2;2;4;82.69999999999999;0.0;82.69999999999999
2025-03-05;Paris;app;3;3;8;129.6;-11.4;118.19999999999999
2025-03-05;Paris;web;7;7;20;322.8;-19.19;303.61
2025-03-05;Toulouse;app;7;7;20;259.8;-48.09;211.71
2025-03-05;Toulouse;web;5;5;15;278.8;-6.76;272.04
