date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-24;Bordeaux;app;2;2;9;91.0;0.0;91.0
2025-03-24;Bordeaux;web;2;2;7;39.8;0.0;39.8
2025-03-24;Lille;app;8;8;22;167.5;-52.39999999999999;115.10000000000001
2025-03-24;Lille;web;3;3;3;19.9;-19.44;0.4599999999999973
2025-03-24;Lyon;app;3;3;7;42.5;-12.94;29.560000000000002
2025-03-24;Lyon;web;7;7;20;315.79999999999995;-24.450000000000003;291.34999999999997
2025-03-24;Marseille;app;2;2;4;30.0;0.0;30.0
2025-03-24;Marseille;web;12;12;39;410.4;-68.79;341.60999999999996
2025-03-24;Nantes;app;10;9;34;349.8;-47.56;302.24
2025-03-24;Nantes;web;2;2;6;102.0;0.0;102.0
2025-03-24;Nice;app;5;5;16;274.1;-1.43;272.67
2025-03-24;Nice;web;3;3;8;127.19999999999999;-7.3;119.89999999999999
2025-03-24;Paris;app;5;5;15;118.0;0.0;118.0
2025-03-24;Paris;web;1;1;3;12.0;0.0;12.0
2025-03-24;Toulouse;app;4;4;9;40.0;-5.3;34.7
2025-03-24;Toulouse;web;4;3;11;150.5;-35.29;115.21000000000001
