date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-25;Bordeaux;app;6;6;20;239.4;-24.369999999999997;215.03
2025-03-25;Bordeaux;web;5;5;13;104.9;-46.150000000000006;58.75
2025-03-25;Lille;app;4;4;9;133.6;-17.7;115.89999999999999
2025-03-25;Lille;web;6;6;17;313.3;-6.55;306.75
2025-03-25;Lyon;app;6;6;13;190.79999999999998;-56.68;134.11999999999998
2025-03-25;Lyon;web;8;8;28;309.0;-16.09;292.91
2025-03-25;Marseille;app;6;6;14;187.3;-12.26;175.04000000000002
2025-03-25;Marseille;web;7;7;19;184.7;-6.77;177.92999999999998
2025-03-25;Nantes;app;3;3;7;42.5;0.0;42.5
2025-03-25;Nantes;web;6;5;21;210.6;-22.19;188.41
2025-03-25;Nice;app;1;1;4;20.0;-2.75;17.25
2025-03-25;Nice;web;6;5;16;103.69999999999999;0.0;103.69999999999999
2025-03-25;Paris;app;2;2;4;99.6;-19.06;80.53999999999999
2025-03-25;Paris;web;7;7;22;236.5;0.0;236.5
2025-03-25;Toulouse;app;5;5;15;122.0;-11.55;110.45
2025-03-25;Toulouse;web;5;4;12;87.19999999999999;-12.4;74.79999999999998
