date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-30;Bordeaux;app;4;4;14;70.50;-9.08;61.42
2025-03-30;Bordeaux;web;4;4;12;202.00;-23.46;178.54
2025-03-30;Lille;app;6;6;16;224.40;-34.72;189.68
2025-03-30;Lille;web;3;3;10;109.70;-17.72;91.98
2025-03-30;Lyon;app;7;7;21;224.60;0.00;224.60
2025-03-30;Lyon;web;2;2;7;174.30;-11.50;162.80
2025-03-30;Marseille;app;11;10;32;442.80;-59.82;382.98
2025-03-30;Marseille;web;8;8;19;199.90;-27.37;172.53
2025-03-30;Nantes;app;7;7;25;340.30;-24.95;315.35
2025-03-30;Nantes;web;4;4;15;149.60;-25.17;124.43
2025-03-30;Nice;app;4;4;7;90.90;-22.23;68.67
2025-03-30;Nice;web;5;5;14;191.10;-22.57;168.53
2025-03-30;Paris;app;3;3;9;127.20;-24.57;102.63
2025-03-30;Paris;web;6;5;13;149.10;-13.52;135.58
2025-03-30;Toulouse;app;6;6;24;184.50;-13.73;170.77
2025-03-30;Toulouse;web;1;1;2;25.00;-22.27;2.73
