date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-24;Bordeaux;app;2;2;9;91.00;0.00;91.00
2025-03-24;Bordeaux;web;2;2;7;39.80;0.00;39.80
2025-03-24;Lille;app;8;8;22;167.50;-52.40;115.10
2025-03-24;Lille;web;3;3;3;19.90;-19.44;0.46
2025-03-24;Lyon;app;3;3;7;42.50;-12.94;29.56
2025-03-24;Lyon;web;7;7;20;315.80;-24.45;291.35
2025-03-24;Marseille;app;2;2;4;30.00;0.00;30.00
2025-03-24;Marseille;web;12;12;39;410.40;-68.79;341.61
2025-03-24;Nantes;app;10;9;34;349.80;-47.56;302.24
2025-03-24;Nantes;web;2;2;6;102.00;0.00;102.00
2025-03-24;Nice;app;5;5;16;274.10;-1.43;272.67
2025-03-24;Nice;web;3;3;8;127.20;-7.30;119.90
2025-03-24;Paris;app;5;5;15;118.00;0.00;118.00
2025-03-24;Paris;web;1;1;3;12.00;0.00;12.00
2025-03-24;Toulouse;app;4;4;9;40.00;-5.30;34.70
2025-03-24;Toulouse;web;4;3;11;150.50;-35.29;115.21
