date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-12;Bordeaux;app;8;8;27;371.20;-40.33;330.87
2025-03-12;Bordeaux;web;3;3;10;114.50;0.00;114.50
2025-03-12;Lille;app;2;2;8;136.50;-8.23;128.27
2025-03-12;Lille;web;4;4;10;63.00;-10.02;52.98
2025-03-12;Lyon;app;8;7;20;314.20;-20.97;293.23
2025-03-12;Lyon;web;6;6;19;112.80;-13.85;98.95
2025-03-12;Marseille;app;2;2;6;44.60;-25.40;19.20
2025-03-12;Marseille;web;4;4;15;254.10;-19.58;234.52
2025-03-12;Nantes;app;4;4;9;75.30;-28.33;46.97
2025-03-12;Nantes;web;7;7;19;108.30;-38.79;69.51
2025-03-12;Nice;app;3;3;7;44.70;-37.24;7.46
2025-03-12;Nice;web;5;5;13;128.80;-45.37;83.43
2025-03-12;Paris;app;6;6;16;247.10;-23.14;223.96
2025-03-12;Paris;web;5;5;16;197.20;-12.92;184.28
2025-03-12;Toulouse;app;9;9;28;234.50;-46.05;188.45
2025-03-12;Toulouse;web;10;10;25;322.50;-48.88;273.62
