date;city;channel;orders_count;unique_customers;items_sold;gross_revenue_eur;refunds_eur;net_revenue_eur
2025-03-21;Bordeaux;app;4;4;9;119.50;0.00;119.50
2025-03-21;Bordeaux;web;9;9;24;283.70;-2.65;281.05
2025-03-21;Lille;app;4;4;15;266.50;-12.68;253.82
2025-03-21;Lille;web;15;14;48;434.40;-12.73;421.67
2025-03-21;Lyon;app;2;2;4;24.50;0.00;24.50
2025-03-21;Lyon;web;2;2;9;72.00;-11.09;60.91
2025-03-21;Marseille;app;9;9;31;362.00;-58.61;303.39
2025-03-21;Marseille;web;7;7;29;328.60;-39.09;289.51
2025-03-21;Nantes;app;4;4;15;198.00;0.00;198.00
2025-03-21;Nantes;web;6;6;16;119.50;-34.61;84.89
2025-03-21;Nice;app;4;4;8;109.60;0.00;109.60
2025-03-21;Nice;web;1;1;2;10.00;-13.76;-3.76
2025-03-21;Paris;app;4;4;13;286.80;-19.36;267.44
2025-03-21;Paris;web;5;5;12;110.40;0.00;110.40
2025-03-21;Toulouse;app;2;2;8;92.00;0.00;92.00
2025-03-21;Toulouse;web;5;5;16;195.00;-12.57;182.43
